ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,predicted_sales,lower_sales,upper_sales
2013-01-13,15.133295670970703,11.462185259776762,12.942022440275263,15.133295670970703,15.133295670970703,-2.9412927252153898,-2.9412927252153898,-2.9412927252153898,-2.915945148993432,-2.915945148993432,-2.915945148993432,-0.02534757622195839,-0.02534757622195839,-0.02534757622195839,0.0,0.0,0.0,12.192002945755313,197204.763176248,95051.55800673093,417491.74266150245
2013-01-14,15.13376879595536,15.043025301452184,16.470451683560437,15.13376879595536,15.13376879595536,0.602243132688905,0.602243132688905,0.602243132688905,0.5923700930063636,0.5923700930063636,0.5923700930063636,0.009873039682541357,0.009873039682541357,0.009873039682541357,0.0,0.0,0.0,15.736011928644265,6824378.155320873,3412736.460169936,14224147.596409494
2013-01-15,15.134241920940019,15.02155420283372,16.464290214089996,15.134241920940019,15.134241920940019,0.625194996167338,0.625194996167338,0.625194996167338,0.5829040853054278,0.5829040853054278,0.5829040853054278,0.04229091086191027,0.04229091086191027,0.04229091086191027,0.0,0.0,0.0,15.759436917107356,6986126.235489126,3340242.287382155,14136775.386107096
2013-01-16,15.134715045924679,14.956043016312261,16.401716334179138,15.134715045924679,15.134715045924679,0.5532532225649323,0.5532532225649323,0.5532532225649323,0.48174246813337224,0.48174246813337224,0.48174246813337224,0.07151075443155999,0.07151075443155999,0.07151075443155999,0.0,0.0,0.0,15.68796826848961,6504261.365463646,3128432.682421108,13279290.29408335
2013-01-17,15.135188170909338,14.84948690082174,16.287698124884077,15.135188170909338,15.135188170909338,0.44757716019716665,0.44757716019716665,0.44757716019716665,0.3503573578967426,0.3503573578967426,0.3503573578967426,0.09721980230042408,0.09721980230042408,0.09721980230042408,0.0,0.0,0.0,15.582765331106504,5854757.638996833,2812225.0064540645,11848336.553787032
2013-01-18,15.135661295893996,14.999593363891657,16.461823560653237,15.135661295893996,15.135661295893996,0.5867143924456016,0.5867143924456016,0.5867143924456016,0.46752301307100325,0.46752301307100325,0.46752301307100325,0.11919137937459844,0.11919137937459844,0.11919137937459844,0.0,0.0,0.0,15.722375688339598,6731950.893614702,3267687.342203825,14101947.829464426
2013-01-19,15.136134420878653,14.991864834263483,16.457696497200757,15.136134420878653,15.136134420878653,0.5783345626827041,0.5783345626827041,0.5783345626827041,0.44104813157983813,0.44104813157983813,0.44104813157983813,0.137286431102866,0.137286431102866,0.137286431102866,0.0,0.0,0.0,15.714468983561357,6678933.211196102,3242530.2549023805,14043868.123594921
2013-01-20,15.136607545863313,11.639970318686306,13.112578183111259,15.136607545863313,15.136607545863313,-2.764492127674467,-2.764492127674467,-2.764492127674467,-2.9159451489932127,-2.9159451489932127,-2.9159451489932127,0.15145302131874536,0.15145302131874536,0.15145302131874536,0.0,0.0,0.0,12.372115418188846,236123.71981070776,113545.79465961961,495130.262473213
2013-01-21,15.137080670847972,15.15133404120761,16.62000758480482,15.137080670847972,15.137080670847972,0.7540939629985777,0.7540939629985777,0.7540939629985777,0.592370093007544,0.592370093007544,0.592370093007544,0.16172386999103366,0.16172386999103366,0.16172386999103366,0.0,0.0,0.0,15.89117463384655,7969836.278809951,3803125.468195096,16518764.320653562
2013-01-22,15.13755379583263,15.141410298625939,16.61798810613647,15.13755379583263,15.13755379583263,0.7511161316440247,0.7511161316440247,0.7511161316440247,0.5829040853012953,0.5829040853012953,0.5829040853012953,0.16821204634272943,0.16821204634272943,0.16821204634272943,0.0,0.0,0.0,15.888669927476656,7949899.155353804,3765570.8694044203,16485438.687989106
2013-01-23,15.13802692081729,15.093393565349,16.571266444588176,15.13802692081729,15.13802692081729,0.6528474428570058,0.6528474428570058,0.6528474428570058,0.4817424681332948,0.4817424681332948,0.4817424681332948,0.17110497472371106,0.17110497472371106,0.17110497472371106,0.0,0.0,0.0,15.790874363674297,7209240.940172939,3589032.719600311,15732927.7196907
2013-01-24,15.138500045801948,14.933693478555998,16.384906886622037,15.138500045801948,15.138500045801948,0.5210143055268031,0.5210143055268031,0.5210143055268031,0.35035735789498584,0.35035735789498584,0.35035735789498584,0.17065694763181724,0.17065694763181724,0.17065694763181724,0.0,0.0,0.0,15.65951435132875,6321797.8344487855,3059289.1765010175,13057938.357395804
2013-01-25,15.138973170786606,15.090703454515598,16.59492026464223,15.138973170786606,15.138973170786606,0.6347033845981815,0.6347033845981815,0.6347033845981815,0.4675230130753225,0.4675230130753225,0.4675230130753225,0.167180371522859,0.167180371522859,0.167180371522859,0.0,0.0,0.0,15.773676555384787,7086317.813236477,3579390.79584618,16109507.805357391
2013-01-26,15.139446295771267,15.01293324673103,16.488100453188718,15.139446295771267,15.139446295771267,0.6020841274313932,0.6020841274313932,0.6020841274313932,0.4410481315788149,0.4410481315788149,0.4410481315788149,0.16103599585257833,0.16103599585257833,0.16103599585257833,0.0,0.0,0.0,15.74153042320266,6862142.56004589,3311569.965622098,14477414.670351928
2013-01-27,15.139919420755925,11.670026665743437,13.078774630543126,15.139919420755925,15.139919420755925,-2.7633227553356106,-2.7633227553356106,-2.7633227553356106,-2.915945148992994,-2.915945148992994,-2.915945148992994,0.15262239365738406,0.15262239365738406,0.15262239365738406,0.0,0.0,0.0,12.376596665420315,237184.2274814511,117010.40243532049,478672.79436361935
2013-01-28,15.140392545740584,15.149252296484695,16.573903178708264,15.140392545740584,15.140392545740584,0.7347350656018722,0.7347350656018722,0.7347350656018722,0.5923700930065383,0.5923700930065383,0.5923700930065383,0.1423649725953339,0.1423649725953339,0.1423649725953339,0.0,0.0,0.0,15.875127611342457,7842964.797909618,3795216.5647545625,15774466.008300474
2013-01-29,15.14086567072524,15.106115898372998,16.564990223349756,15.14086567072524,15.14086567072524,0.7136088839372791,0.7136088839372791,0.7136088839372791,0.5829040853078634,0.5829040853078634,0.5829040853078634,0.13070479862941567,0.13070479862941567,0.13070479862941567,0.0,0.0,0.0,15.85447455466252,7682644.828107924,3634985.293979322,15634493.598595947
2013-01-30,15.1413387957099,14.947600442718826,16.441390736122976,15.1413387957099,15.1413387957099,0.599829978656155,0.599829978656155,0.599829978656155,0.4817424681309094,0.4817424681309094,0.4817424681309094,0.11808751052524549,0.11808751052524549,0.11808751052524549,0.0,0.0,0.0,15.741168774366056,6859661.322506169,3102131.8304845174,13816729.019620676
2013-01-31,15.14181192069456,14.877646320982208,16.261633743435592,15.14181192069456,15.14181192069456,0.45530995023062293,0.45530995023062293,0.45530995023062293,0.3503573578972927,0.3503573578972927,0.3503573578972927,0.1049525923333302,0.1049525923333302,0.1049525923333302,0.0,0.0,0.0,15.597121870925182,5939417.975161455,2892541.181439067,11543506.82050545
2013-02-01,15.142285045246014,14.932443484009594,16.376712739113323,15.142285045246014,15.142285045246014,0.5592462665648176,0.5592462665648176,0.5592462665648176,0.4675230130740183,0.4675230130740183,0.4675230130740183,0.09172325349079934,0.09172325349079934,0.09172325349079934,0.0,0.0,0.0,15.701531311810832,6593079.921102204,3055467.469518581,12951376.862691527
2013-02-02,15.142758169797471,14.91260107220756,16.3654064264796,15.142758169797471,15.142758169797471,0.5198452743005113,0.5198452743005113,0.5198452743005113,0.4410481315745511,0.4410481315745511,0.4410481315745511,0.07879714272596018,0.07879714272596018,0.07879714272596018,0.0,0.0,0.0,15.662603444097982,6341356.651463604,2995437.1486602365,12805769.229365395
2013-02-03,15.143231294348926,11.539111868762213,13.022744269267159,15.143231294348926,15.143231294348926,-2.849407055647281,-2.849407055647281,-2.849407055647281,-2.9159451489931354,-2.9159451489931354,-2.9159451489931354,0.06653809334585417,0.06653809334585417,0.06653809334585417,0.0,0.0,0.0,12.293824238701646,218342.37968206167,102652.2280150027,452590.06444514304
2013-02-04,15.143704418900382,15.058990519047383,16.50670017104834,15.143704418900382,15.143704418900382,0.6476391576293081,0.6476391576293081,0.6476391576293081,0.5923700930077186,0.5923700930077186,0.5923700930077186,0.05526906462158947,0.05526906462158947,0.05526906462158947,0.0,0.0,0.0,15.791343576529691,7212624.4028889425,3467658.813393629,14749210.342983818
2013-02-05,15.144177543451837,15.079102850344338,16.50194643900609,15.144177543451837,15.144177543451837,0.6281704931329052,0.6281704931329052,0.6281704931329052,0.582904085303731,0.582904085303731,0.582904085303731,0.04526640782917437,0.04526640782917437,0.04526640782917437,0.0,0.0,0.0,15.772348036584743,7076909.75624402,3538107.6063879766,14679262.931772131
2013-02-06,15.144650668003292,14.89214868323409,16.382593849363523,15.144650668003292,15.144650668003292,0.5184980152362186,0.5184980152362186,0.5184980152362186,0.48174246812852417,0.48174246812852417,0.48174246812852417,0.03675554710769443,0.03675554710769443,0.03675554710769443,0.0,0.0,0.0,15.66314868323951,6344815.150634493,2934795.5293431245,13027769.761136848
2013-02-07,15.145123792554747,14.790665490555485,16.215857918295654,15.145123792554747,15.145123792554747,0.38026548363430107,0.38026548363430107,0.38026548363430107,0.35035735789959965,0.35035735789959965,0.35035735789959965,0.029908125734701464,0.029908125734701464,0.029908125734701464,0.0,0.0,0.0,15.525389276189047,5528289.956022684,2651576.9950094325,11027005.059942873
2013-02-08,15.145596917106202,14.917797058023753,16.39414230108796,15.145596917106202,15.145596917106202,0.4923636418610768,0.4923636418610768,0.4923636418610768,0.4675230130784035,0.4675230130784035,0.4675230130784035,0.024840628782673305,0.024840628782673305,0.024840628782673305,0.0,0.0,0.0,15.63796055896728,6186997.047718155,3011041.9087415417,13179092.43235002
2013-02-09,15.146070041657659,14.907171649435274,16.325599903526548,15.146070041657659,15.146070041657659,0.46266258604932864,0.46266258604932864,0.46266258604932864,0.4410481315816171,0.4410481315816171,0.4410481315816171,0.021614454467711538,0.021614454467711538,0.021614454467711538,0.0,0.0,0.0,15.608732627706987,6008781.023818682,2979217.7194758723,12306028.500519723
2013-02-10,15.146543166209113,11.520851094745646,12.95474456417959,15.146543166209113,15.146543166209113,-2.8957077791505683,-2.8957077791505683,-2.8957077791505683,-2.915945148993707,-2.915945148993707,-2.915945148993707,0.020237369843138384,0.020237369843138384,0.020237369843138384,0.0,0.0,0.0,12.250835387058546,209154.9420752696,100794.71207192971,422837.0669055183
2013-02-11,15.147016290760568,15.034750928941534,16.527966094938375,15.147016290760568,15.147016290760568,0.6130363457647221,0.6130363457647221,0.6130363457647221,0.5923700930088988,0.5923700930088988,0.5923700930088988,0.02066625275582341,0.02066625275582341,0.02066625275582341,0.0,0.0,0.0,15.760052636525291,6990429.054212764,3384614.704531059,15066224.80443075
2013-02-12,15.147489415312025,15.007753093633038,16.473256070724887,15.147489415312025,15.147489415312025,0.6057150773035814,0.6057150773035814,0.6057150773035814,0.5829040853049534,0.5829040853049534,0.5829040853049534,0.022810991998628193,0.022810991998628193,0.022810991998628193,0.0,0.0,0.0,15.753204492615607,6942721.125039955,3294459.875728869,14264093.602011273
2013-02-13,15.14796253986348,14.943042310716871,16.37451103838108,15.14796253986348,15.14796253986348,0.5082818601925713,0.5082818601925713,0.5082818601925713,0.4817424681329354,0.4817424681329354,0.4817424681329354,0.026539392059635843,0.026539392059635843,0.026539392059635843,0.0,0.0,0.0,15.656244400056051,6301159.621669048,3088024.0764839454,12922893.172354806
2013-02-14,15.148435664414935,14.794049935465136,16.24062243749052,15.148435664414935,15.148435664414935,0.38204026624478565,0.38204026624478565,0.38204026624478565,0.350357357892982,0.350357357892982,0.350357357892982,0.03168290835180362,0.03168290835180362,0.03168290835180362,0.0,0.0,0.0,15.53047593065972,5556482.102997477,2660566.3180107637,11303492.978090318
2013-02-15,15.14890878896639,14.89415512777672,16.377943049084077,15.14890878896639,15.14890878896639,0.5055660367911561,0.5055660367911561,0.5055660367911561,0.46752301307709954,0.46752301307709954,0.46752301307709954,0.03804302371405656,0.03804302371405656,0.03804302371405656,0.0,0.0,0.0,15.654474825757546,6290019.109671152,2940689.9472569935,12967320.878040379
2013-02-16,15.149381913517844,14.960060566953576,16.31134918973141,15.149381913517844,15.149381913517844,0.4864461991310399,0.4864461991310399,0.4864461991310399,0.44104813157735356,0.44104813157735356,0.44104813157735356,0.04539806755368635,0.04539806755368635,0.04539806755368635,0.0,0.0,0.0,15.635828112648884,6173817.663668126,3141026.6045887014,12131902.453209953
2013-02-17,15.149855038069301,11.612269535527725,13.025307487470835,15.149855038069301,15.149855038069301,-2.8624348736558827,-2.8624348736558827,-2.8624348736558827,-2.915945148993488,-2.915945148993488,-2.915945148993488,0.05351027533760468,0.05351027533760468,0.05351027533760468,0.0,0.0,0.0,12.287420164413419,216948.56028334837,110443.62416257751,453751.6421529405
2013-02-18,15.150328162620756,15.085293751744517,16.53442686077128,15.150328162620756,15.150328162620756,0.6545029811645371,0.6545029811645371,0.6545029811645371,0.5923700930100795,0.5923700930100795,0.5923700930100795,0.06213288815445763,0.06213288815445763,0.06213288815445763,0.0,0.0,0.0,15.804831143785293,7310564.173000778,3560079.6310551423,15163879.283011414
2013-02-19,15.150801287172213,15.053636646645968,16.562922944855828,15.150801287172213,15.150801287172213,0.6539211848308935,0.6539211848308935,0.6539211848308935,0.5829040853008115,0.5829040853008115,0.5829040853008115,0.071017099530082,0.071017099530082,0.071017099530082,0.0,0.0,0.0,15.804722472003107,7309769.7640203405,3449143.015060022,15602206.129243085
2013-02-20,15.151274411723666,14.91135475238414,16.492363400029724,15.151274411723666,15.151274411723666,0.5616611373261049,0.5616611373261049,0.5616611373261049,0.48174246812606125,0.48174246812606125,0.48174246812606125,0.07991866920004355,0.07991866920004355,0.07991866920004355,0.0,0.0,0.0,15.71293554904977,6668699.351458238,2991706.200176207,14539262.857855126
2013-02-21,15.15174753627512,14.855934312758581,16.364129512405338,15.15174753627512,15.15174753627512,0.4389613985168202,0.4389613985168202,0.4389613985168202,0.3503573579021816,0.3503573579021816,0.3503573579021816,0.08860404061463864,0.08860404061463864,0.08860404061463864,0.0,0.0,0.0,15.590708934791941,5901450.731478821,2830415.162680009,12789427.79665089
2013-02-22,15.152220660826577,15.004573158400126,16.500488819840577,15.152220660826577,15.152220660826577,0.5643788330202691,0.5643788330202691,0.5643788330202691,0.4675230130757956,0.4675230130757956,0.4675230130757956,0.0968558199444736,0.0968558199444736,0.0968558199444736,0.0,0.0,0.0,15.716599493846847,6693177.91808829,3284000.342649454,14657881.741931228
2013-02-23,15.152693785378032,15.011623560387154,16.40556613382802,15.152693785378032,15.152693785378032,0.5455256301241596,0.5455256301241596,0.5455256301241596,0.4410481315763302,0.4410481315763302,0.4410481315763302,0.10447749854782942,0.10447749854782942,0.10447749854782942,0.0,0.0,0.0,15.69821941550219,6571280.4394743135,3307235.6852450953,13330511.437352229
2013-02-24,15.153166909929489,11.587102542408017,13.05007980073205,15.153166909929489,15.153166909929489,-2.8046478215307755,-2.8046478215307755,-2.8046478215307755,-2.9159451489934134,-2.9159451489934134,-2.9159451489934134,0.11129732746263801,0.11129732746263801,0.11129732746263801,0.0,0.0,0.0,12.348519088398714,230617.26460800448,107698.75005697296,465132.5281837213
2013-02-25,15.153640034480944,15.112422932021177,16.578966155021828,15.153640034480944,15.153640034480944,0.7095413736636088,0.7095413736636088,0.7095413736636088,0.5923700930090737,0.5923700930090737,0.5923700930090737,0.11717128065453508,0.11717128065453508,0.11717128065453508,0.0,0.0,0.0,15.863181408144552,7749828.554690747,3657983.7245466365,15854534.281971829
2013-02-26,15.1541131590324,15.123392576018393,16.633792262459675,15.1541131590324,15.1541131590324,0.7048891579344371,0.7048891579344371,0.7048891579344371,0.582904085302034,0.582904085302034,0.582904085302034,0.12198507263240316,0.12198507263240316,0.12198507263240316,0.0,0.0,0.0,15.859002316966837,7717508.890819054,3698331.409998936,16748046.838025587
2013-02-27,15.154586283583853,15.056797791476717,16.502073836969426,15.154586283583853,15.154586283583853,0.6073976929074023,0.6073976929074023,0.6073976929074023,0.4817424681327809,0.4817424681327809,0.4817424681327809,0.1256552247746214,0.1256552247746214,0.1256552247746214,0.0,0.0,0.0,15.761983976491255,7003942.996963938,3460063.5103734992,14681133.159229368
2013-02-28,15.155059408135308,14.853792715750583,16.339324989552388,15.155059408135308,15.155059408135308,0.4784865603642183,0.4784865603642183,0.4784865603642183,0.3503573578975958,0.3503573578975958,0.3503573578975958,0.1281292024666225,0.1281292024666225,0.1281292024666225,0.0,0.0,0.0,15.633545968499526,6159744.184487825,2824360.03802733,12476094.22770717
2013-03-01,15.155532532686765,14.995482531828934,16.470075203343818,15.155532532686765,15.155532532686765,0.5969076842328844,0.5969076842328844,0.5969076842328844,0.4675230130744914,0.4675230130744914,0.4675230130744914,0.12938467115839303,0.12938467115839303,0.12938467115839303,0.0,0.0,0.0,15.752440216919648,6937416.998421709,3254281.996635898,14218793.493784789
2013-03-02,15.15600565723822,14.981160361893256,16.480533341875592,15.15600565723822,15.15600565723822,0.5704760745850248,0.5704760745850248,0.5704760745850248,0.44104813157691586,0.44104813157691586,0.44104813157691586,0.1294279430081089,0.1294279430081089,0.1294279430081089,0.0,0.0,0.0,15.726481731823245,6759649.407555579,3208005.781477649,14368275.907814305
2013-03-03,15.156478780857544,11.612806193306604,13.091700792129606,15.156478780857544,15.156478780857544,-2.787653442719737,-2.787653442719737,-2.787653442719737,-2.91594514899341,-2.91594514899341,-2.91594514899341,0.12829170627367353,0.12829170627367353,0.12829170627367353,0.0,0.0,0.0,12.368825338137807,235348.12716107836,110502.91103622779,484900.3718015755
2013-03-04,15.156951904476868,15.126688226823784,16.56300631327924,15.156951904476868,15.156951904476868,0.7184022395522495,0.7184022395522495,0.7184022395522495,0.5923700930074017,0.5923700930074017,0.5923700930074017,0.1260321465448477,0.1260321465448477,0.1260321465448477,0.0,0.0,0.0,15.875354144029117,7844741.687277369,3710539.9286416587,15603506.914874652
2013-03-05,15.157425028096194,15.139730629904436,16.60943064605332,15.157425028096194,15.157425028096194,0.7056296672011032,0.7056296672011032,0.7056296672011032,0.5829040853032561,0.5829040853032561,0.5829040853032561,0.12272558189784699,0.12272558189784699,0.12272558189784699,0.0,0.0,0.0,15.863054695297297,7748846.6139357,3759251.2650235025,16344967.093167018
2013-03-06,15.157898151715518,15.05577495332369,16.482958824641653,15.157898151715518,15.157898151715518,0.6002072109607333,0.6002072109607333,0.6002072109607333,0.4817424681235986,0.4817424681235986,0.4817424681235986,0.11846474283713472,0.11846474283713472,0.11846474283713472,0.0,0.0,0.0,15.75810536267625,6976830.017396184,3456526.233719506,14403168.214070087
2013-03-07,15.158371275334844,14.916785946630654,16.423247163267437,15.158371275334844,15.158371275334844,0.46371219024754917,0.46371219024754917,0.46371219024754917,0.35035735789097816,0.35035735789097816,0.35035735789097816,0.11335483235657097,0.11335483235657097,0.11335483235657097,0.0,0.0,0.0,15.622083465582392,6089541.206915851,3007998.9475969896,13568304.6396515
2013-03-08,15.158844398954168,15.02716617857877,16.466480151616867,15.158844398954168,15.158844398954168,0.575032514681588,0.575032514681588,0.575032514681588,0.4675230130788766,0.4675230130788766,0.4675230130788766,0.10750950160271136,0.10750950160271136,0.10750950160271136,0.0,0.0,0.0,15.733876913635756,6809823.546083764,3359040.3494919064,14167767.966745472
2013-03-09,15.159317522573492,14.926363234089198,16.452389808733958,15.159317522573492,15.159317522573492,0.5420950041908004,0.5420950041908004,0.5420950041908004,0.44104813158398193,0.44104813158398193,0.44104813158398193,0.10104687260681841,0.10104687260681841,0.10104687260681841,0.0,0.0,0.0,15.701412526764292,6592296.808190119,3036945.8227817714,13969539.080257261
2013-03-10,15.159790646192816,11.605370796717995,13.10594383333808,15.159790646192816,15.159790646192816,-2.821859417367305,-2.821859417367305,-2.821859417367305,-2.9159451489931913,-2.9159451489931913,-2.9159451489931913,0.0940857316258867,0.0940857316258867,0.0940857316258867,0.0,0.0,0.0,12.33793122882551,228188.3917797711,109684.31768751005,491856.260938645
2013-03-11,15.160263769812142,15.080471674724643,16.554297199631083,15.160263769812142,15.160263769812142,0.6791120981827921,0.6791120981827921,0.6791120981827921,0.5923700930114345,0.5923700930114345,0.5923700930114345,0.08674200517135765,0.08674200517135765,0.08674200517135765,0.0,0.0,0.0,15.839375867994933,7567518.282899379,3542953.9718634677,15468204.229575243
2013-03-12,15.160736893431467,15.01895526018524,16.52058382566754,15.160736893431467,15.160736893431467,0.6620297015830827,0.6620297015830827,0.6620297015830827,0.5829040853044786,0.5829040853044786,0.5829040853044786,0.07912561627860415,0.07912561627860415,0.07912561627860415,0.0,0.0,0.0,15.82276659501455,7442865.352254344,3331572.4577213437,14955411.39910341
2013-03-13,15.161210017050792,15.01183890921743,16.463909798230603,15.161210017050792,15.161210017050792,0.5530802696621296,0.5530802696621296,0.5530802696621296,0.4817424681303181,0.4817424681303181,0.4817424681303181,0.07133780153181146,0.07133780153181146,0.07133780153181146,0.0,0.0,0.0,15.714290286712922,6677739.813333051,3307947.9714889596,14131398.554949896
2013-03-14,15.161683140670116,14.829802922633322,16.27917664933385,15.161683140670116,15.161683140670116,0.4138263083117376,0.4138263083117376,0.4138263083117376,0.3503573578932851,0.3503573578932851,0.3503573578932851,0.06346895041845242,0.06346895041845242,0.06346895041845242,0.0,0.0,0.0,15.575509448981853,5812429.948515268,2757410.46505495,11747800.202416072
2013-03-15,15.16215626428944,14.962005146185994,16.432781719924332,15.16215626428944,15.16215626428944,0.5231200214770415,0.5231200214770415,0.5231200214770415,0.46752301307194943,0.46752301307194943,0.46752301307194943,0.055597008405092165,0.055597008405092165,0.055597008405092165,0.0,0.0,0.0,15.68527628576648,6486775.549865498,3147140.5242110086,13698291.115489848
2013-03-16,15.162629387908764,14.920942386886555,16.42679592180139,15.162629387908764,15.162629387908764,0.48883459595374545,0.48883459595374545,0.48883459595374545,0.4410481315829586,0.4410481315829586,0.4410481315829586,0.047786464370786916,0.047786464370786916,0.047786464370786916,0.0,0.0,0.0,15.65146398386251,6271109.335060164,3020527.538802363,13616540.81873497
2013-03-17,15.16310251152809,11.616007181961653,13.02460542348117,15.16310251152809,15.16310251152809,-2.875857226603452,-2.875857226603452,-2.875857226603452,-2.915945148993403,-2.915945148993403,-2.915945148993403,0.040087922389951854,0.040087922389951854,0.040087922389951854,0.0,0.0,0.0,12.287245284924637,216910.6235724276,110857.19953601454,453433.1905624466
2013-03-18,15.163575635147415,15.058014381611091,16.508853164768798,15.163575635147415,15.163575635147415,0.6249083309801369,0.6249083309801369,0.6249083309801369,0.5923700930104288,0.5923700930104288,0.5923700930104288,0.03253823796970815,0.03253823796970815,0.03253823796970815,0.0,0.0,0.0,15.788483966127552,7192028.566329328,3464275.552365969,14780999.511046996
2013-03-19,15.16404875876674,15.057364100644481,16.509590198279973,15.16404875876674,15.16404875876674,0.6080652656376558,0.6080652656376558,0.6080652656376558,0.5829040853003367,0.5829040853003367,0.5829040853003367,0.02516118033731924,0.02516118033731924,0.02516118033731924,0.0,0.0,0.0,15.772114024404395,7075253.866684542,3462023.5315633817,14791897.619394528
2013-03-20,15.164521882386063,14.95389778304214,16.381088672184767,15.164521882386063,15.164521882386063,0.49971103392100163,0.49971103392100163,0.49971103392100163,0.4817424681279329,0.4817424681279329,0.4817424681279329,0.01796856579306877,0.01796856579306877,0.01796856579306877,0.0,0.0,0.0,15.664232916307066,6351698.140821069,3121728.6558236666,13008175.408082979
